species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,mother,father,transfers,currently,region,status,statusDate,COD,notes,transferDate,transfer,entryDate\
"White-sided, Pacific","NOA0003697, #11",Bulea,M,e,1985,Capture,11/30/88,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to Long Marine Laboratory (30-Nov-1988) to Shedd Aquarium (14-Mar-1991)",Shedd Aquarium,US,Died,5/28/98,Chronic pneumonia,NA,NA,US,1988-11-30\
"White-sided, Pacific",#12,Tique,F,e,1985,Capture,12/12/88,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to Long Marine Laboratory (12-Dec-1988) to Shedd Aquarium (14-Mar-1991) to Mystic Aquarium (30-Aug-2008) to Miami Seaquarium (17-Apr-2009) to Shedd Aquarium (??-Oct-2010)",Shedd Aquarium,US,Died,1/23/15,Euthanasia (deteriorating kidney disease),NA,NA,US,1988-12-12\
Beluga,NOA0003699,Immiayuk,F,e,1986,Capture,7/21/89,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to Point Defiance Zoo (05-Aug-1989) to Shedd Aquarium (04-Mar-1991)",Shedd Aquarium,US,Died,12/26/99,Cause not reported,NA,NA,US,1989-07-21\
Beluga,NOA0003700,Puiji,F,e,1986,Capture,7/26/89,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to Point Defiance Zoo (05-Aug-1989) to Shedd Aquarium (04-Mar-1991) to Mystic Aquarium (29-Aug-2008) to Shedd Aquarium (24-Apr-2009)",Shedd Aquarium,US,Died,10/26/11,Possibly age-related,NA,NA,US,1989-07-26\
Beluga,NOA0003704,#,F,e,NA,Capture,8/13/92,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to Shedd Aquarium (18-Aug-1992)",Shedd Aquarium,US,Died,9/22/92,"Acute cardiovascular collapse, due to overdose of de-worming medication",Part of the last beluga capture in Canada,NA,US,1992-08-13\
Beluga,NOA0003705,#,M,e,NA,Capture,8/14/92,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to Shedd Aquarium (18-Aug-1992)",Shedd Aquarium,US,Died,9/22/92,"Acute cardiovascular collapse, due to overdose of de-worming medication",Part of the last beluga capture in Canada,NA,US,1992-08-14\
"White-sided, Pacific","NOA0003709, #15",Quitz,M,e,1988,Capture,11/27/93,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to Kettenburg Marine (27-Nov-1993) to Shedd Aquarium (22-Dec-1993)",Shedd Aquarium,US,Died,2/24/95,Acute Erysipelas septicemia,Part of last dolphin capture in the U.S.,NA,US,1993-11-27\
Beluga,NOA0005850,Puiji's Calf,M,a,1999,Born,7/23/99,Shedd Aquarium,Puiji,Naluark,NA,Shedd Aquarium,US,Died,8/24/99,-,NA,NA,US,1999-07-23\
Beluga,"NOA0006608, 8302",Naya's Calf,M,a,2009,Born,12/20/09,Shedd Aquarium,Naya,Naluark,NA,Shedd Aquarium,US,Died,12/22/09,-,NA,NA,US,2009-12-20\
Bottlenose,"NOA0002852, SWC-TT-8741",White Pec,M,e,NA,Capture,11/21/72,Atlantic Ocean,NA,NA,Atlantic Ocean to Marineland of the Pacific (21-Nov-1972) to Six Flags Discovery Kingdom (11-Nov-1986),Six Flags Discovery Kingdom,US,Died,5/9/87,"Glomerular sclerosis, myocarditis","White Pec was on breeding loan from Marineland of the Pacific, when the park sold his ownership was transferred to SeaWorld but he remained on loan until his death.",NA,US,1972-11-21\
Bottlenose,"NOA0001435, AZA 72, TT06, TT8018",Terry,F,e,1960,Capture,6/30/73,"Compano Bay, TX",NA,NA,"Compano Bay, Texas to Sea-Arama Marineworld (30-Jun-1973) to Marine World Africa USA (05-Jan-1980) to Six Flags Discovery Kingdom (??-???-1985) to Six Flags Discovery Kingdom (01-Oct-2011) to Compano Bay, Texas (22-Apr-1978)",Six Flags Discovery Kingdom,US,Died,10/1/11,Old age,NA,NA,US,1973-06-30\
Bottlenose,"NOA0001433, AZA 147, TT8016",Bayou,M,e,1975,Capture,4/22/78,"Compano Bay, TX",NA,NA,"Compano Bay, Texas to Sea-Arama Marineworld (22-Apr-1978) to Marine World Africa USA (07-Jun-1978) to Six Flags Discovery Kingdom (??-???-1985) to Six Flags Discovery Kingdom (08-Sep-2001) to Compano Bay, Texas (22-Apr-1978)",Six Flags Discovery Kingdom,US,Died,9/8/01,"Sepsis, shock",NA,NA,US,1978-04-22\
Bottlenose,"NOA0001432, AZA 161, TT8015",Schooner,U,e,1975,Capture,4/22/78,"Compano Bay, TX",NA,NA,"Compano Bay, Texas to Sea-Arama Marineworld (22-Apr-1978) to Marine World Africa USA (07-Jun-1978) to Six Flags Discovery Kingdom (??-???-1985) to Six Flags Discovery Kingdom (13-Nov-1999) to Compano Bay, Texas (22-Apr-1978)",Six Flags Discovery Kingdom,US,Died,11/13/99,"Septicemia, liver disease",NA,NA,US,1978-04-22\
Bottlenose,"NOA0001431, AZA 149, TT8013",Stormy,F,e,1975,Capture,4/22/78,"Compano Bay, TX",NA,NA,"Compano Bay, Texas to Sea-Arama Marineworld (22-Apr-1978) to Marine World Africa USA (07-Jun-1978) to Six Flags Discovery Kingdom (??-???-1985) to Six Flags Discovery Kingdom (22-Feb-2006) to Mississippi, Gulf of Mexico (23-Aug-1983)",Six Flags Discovery Kingdom,US,Died,2/22/06,Euthanasia,NA,NA,US,1978-04-22\
Bottlenose,NOA0001519,Sadie's Calf,M,a,1992,Born,6/3/92,Six Flags Discovery Kingdom,Sadie,NA,NA,Six Flags Discovery Kingdom,US,Died,6/21/92,Aspiration pneumonia,NA,NA,US,1992-06-03\
Bottlenose,"NOA0001509, AZA 529, TT9403",Sadie's Calf,F,a,1994,Born,5/5/94,Six Flags Discovery Kingdom,Sadie,NA,NA,Six Flags Discovery Kingdom,US,Died,5/13/94,Brain hemorrhage,NA,NA,US,1994-05-05\
Bottlenose,AZA 572,Sadie's Calf,M,a,1996,Born,4/28/96,Six Flags Discovery Kingdom,Sadie,NA,NA,Six Flags Discovery Kingdom,US,Died,5/20/96,-,NA,NA,US,1996-04-28\
Bottlenose,AZA 576,Terry's Calf,M,a,1996,Born,5/28/96,Six Flags Discovery Kingdom,Terry,Merlin,NA,Six Flags Discovery Kingdom,US,Died,5/28/96,-,NA,NA,US,1996-05-28\
Bottlenose,"NOA0005889, TT00527",Jasmine's Calf,M,a,2000,Born,5/27/00,Six Flags Discovery Kingdom,Jasmine,NA,NA,Six Flags Discovery Kingdom,US,Died,6/17/00,Pulmonary abscess,NA,NA,US,2000-05-27\
Bottlenose,AZA 1092,Stormy's Calf,F,a,2003,Born,5/2/03,Six Flags Discovery Kingdom,Stormy,Merlin,NA,Six Flags Discovery Kingdom,US,Died,5/2/03,-,NA,NA,US,2003-05-02\
Bottlenose,AZA 1098,Jasmine's Calf,F,a,2005,Born,4/17/05,Six Flags Discovery Kingdom,Jasmine,NA,NA,Six Flags Discovery Kingdom,US,Died,4/30/05,-,Born with a birth defect,NA,US,2005-04-17\
Bottlenose,"NOA0006495, AZA 1232, SWC-TT-0826",Cortez,M,a,2008,Born,7/14/08,SeaWorld San Diego,Dottie,Crunch,SeaWorld San Diego to Six Flags Discovery Kingdom (11-Feb-2013),Six Flags Discovery Kingdom,US,Died,10/26/15,Euthanasia,NA,NA,US,2008-07-14\
Bottlenose,NOA0006641,Titan,M,a,2010,Born,5/23/10,Six Flags Discovery Kingdom,Jasmine,"A.I., Talon",NA,Six Flags Discovery Kingdom,US,Died,2/17/12,-,"Sired through artificial insemination, Talon lives at Dolphin Research Center",NA,US,2010-05-23\
Bottlenose,NOA00010127,Mirabella,F,a,2014,Born,1/9/14,Six Flags Discovery Kingdom,Bella,Semo,NA,Six Flags Discovery Kingdom,US,Died,4/18/14,Bacterial pneumonia,NA,NA,US,2014-01-09\
Bottlenose,"NOA0002135, 292032TSA",Cobie,M,a,1992,Born,3/26/92,National Aquarium,Hailey,Akai,National Aquarium to Texas State Aquarium (26-Oct-2005),Texas State Aquarium,US,Died,9/21/07,Chronic illness,NA,NA,US,1992-03-26\
Bottlenose,NOA0005368,NA,U,e,NA,Capture,1/1/58,Florida?,NA,NA,Florida? to Theater of the Sea (??-???-1958),Theater of the Sea,US,Died,9/25/73,-,NA,NA,US,1958-01-01\
Bottlenose,"NOA0005369, AZA 26",Jeannie Ii,F,e,1960,Capture,1/1/63,Florida Keys,NA,NA,Florida Keys to Theater of the Sea (??-???-1963),Theater of the Sea,US,Died,9/23/84,"Necrosis, hemorrhage",NA,NA,US,1963-01-01\
Bottlenose,"NOA0005371, AZA 111",Nicky,M,e,1971,Capture,2/6/75,Florida Keys,NA,NA,Florida Keys to Theater of the Sea (06-Feb-1975),Theater of the Sea,US,Died,9/24/99,Undetermined,NA,NA,US,1975-02-06\
Bottlenose,"NOA0005372, AZA 121",Buttons Ii,M,e,1972,Capture,8/15/75,Florida Keys,NA,NA,Florida Keys to Theater of the Sea (15-Aug-1975),Theater of the Sea,US,Died,10/22/00,Nephrosis,NA,NA,US,1975-08-15\
Bottlenose,"NOA0005373, AZA 153",Bubbles,F,e,1974,Capture,12/6/76,Florida Keys,NA,NA,Florida Keys to Theater of the Sea (06-Dec-1976),Theater of the Sea,US,Died,12/7/01,Cerebral hemorrhage,NA,NA,US,1976-12-06\
Bottlenose,"NOA0005385, AZA 174",Kona,F,e,1976,Capture,10/21/78,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Marine Animal Productions (21-Oct-1978) to Theater of the Sea (19-Dec-1987)",Theater of the Sea,US,Died,10/1/14,-,"Estimated date of death, removed from website in October 2014",NA,US,1978-10-21\
Bottlenose,NOA0005380,Misty,F,a,1984,Born,9/1/84,Theater of the Sea,NA,NA,NA,Theater of the Sea,US,Died,10/13/85,Undetermined,NA,NA,US,1984-09-01\
Bottlenose,"NOA0005379, AZA 273",Jeannie Iii,F,e,1981,Capture,5/8/85,Florida Keys,NA,NA,Florida Keys to Theater of the Sea (08-May-1985),Theater of the Sea,US,Died,8/26/00,Septicemia,NA,NA,US,1985-05-08\
Bottlenose,"NOA0003409, AZA 269",Howard,M,e,1981,Capture,5/9/85,Florida Keys,NA,NA,"Florida Keys to Unknown Holder, possibly TOTS (09-May-1985) to West Edmonton Mall (07-Sep-1985) to Theater of the Sea (23-May-2004)",Theater of the Sea,US,Died,4/30/05,Cerebral hemorrhage,NA,NA,US,1985-05-09\
Bottlenose,NOA0005380,NA,F,a,1985,Miscarriage,9/29/85,Theater of the Sea,NA,NA,NA,Theater of the Sea,US,Miscarriage,9/29/85,-,NA,NA,US,1985-09-29\
Bottlenose,"NOA0005382, S86-M1",Sonny,M,e,1983,Capture,9/11/86,Florida Keys,NA,NA,Florida Keys to Theater of the Sea (11-Sep-1986),Theater of the Sea,US,Died,4/14/88,"Liver failure, hepatitis",NA,NA,US,1986-09-11\
Bottlenose,NOA0005384,Boomer,F,a,1986,Born,11/4/86,Theater of the Sea,NA,NA,NA,Theater of the Sea,US,Died,7/6/88,Liver failure,NA,NA,US,1986-11-04\
Bottlenose,NOA0005386,Calf ,F,a,1988,Born,1/17/88,Theater of the Sea,NA,NA,NA,Theater of the Sea,US,Died,2/11/88,"Metabolic, idiopathic",NA,NA,US,1988-01-17\
Bottlenose,NOA0005387,Tetra,M,a,1989,Born,7/26/89,Theater of the Sea,NA,NA,NA,Theater of the Sea,US,Died,8/1/89,"Pulmonary compromise, septicemia",NA,NA,US,1989-07-26\
Bottlenose,"NOA0005388, AZA 445",Shiloh,F,a,1990,Born,8/8/90,Theater of the Sea,NA,NA,NA,Theater of the Sea,US,Died,11/19/00,Pulmonary abscess,NA,NA,US,1990-08-08\
Bottlenose,"NOA0005389, AZA 462",Thunder,M,a,1991,Born,8/18/91,Theater of the Sea,Jeannie III,Nicky,NA,Theater of the Sea,US,Died,9/1/03,Chronic tracheitis,NA,NA,US,1991-08-18\
Bottlenose,"NOA0005390, AZA 515",Ariel,M,a,1993,Born,10/18/93,Theater of the Sea,Bubbles,Nicky,NA,Theater of the Sea,US,Died,1/26/97,Pneumonia,NA,NA,US,1993-10-18\
Bottlenose,"NOA0005391, AZA 546",Lightning,M,a,1994,Born,11/8/94,Theater of the Sea,Jeannie III,Nicky,NA,Theater of the Sea,US,Died,12/7/96,Severe chronic bronchitis,NA,NA,US,1994-11-08\
Bottlenose,"NOA0005392, AZA 547",Echo,M,a,1994,Born,11/12/94,Theater of the Sea,Sherry,Nicky,NA,Theater of the Sea,US,Died,4/26/99,Gross mass on thyroid,NA,NA,US,1994-11-12\
Bottlenose,"NOA0006026, AZA 596",Twister,M,a,1996,Born,11/21/96,Theater of the Sea,Jeannie III,Nicky,NA,Theater of the Sea,US,Died,1/17/13,(Possibly 27-Jan?),NA,NA,US,1996-11-21\
Bottlenose,"NOA0006001, AZA 697, MARS0025",Eclipse,M,e,NA,Rescue,1/19/00,Florida Keys,NA,NA,"Florida Keys to MARS, Keys Marine Lab (19-Jan-2000) to Theater of the Sea (29-Feb-2000)",Theater of the Sea,US,Died,10/16/07,Hepatic issues,"Stranded as a neonate, bottle fed",NA,US,2000-01-19\
Bottlenose,"NOA0006027, AZA 696",Savannah,F,a,2000,Born,5/12/00,Theater of the Sea,Jeannie III,Stormy,NA,Theater of the Sea,US,Died,10/6/04,Uterine infection,NA,NA,US,2000-05-12\
Bottlenose,"UNK0000147, NOA0004911, TG-550",Papalepap,M,e,1960,Capture,1/1/62,"Pacific Ocean, HI, US",NA,NA,"Hawaii, Pacific Ocean to Sea Life Park (1960s?) to U.S. Navy MMP (30-Aug-1975*)",U.S. Navy,US,Died,5/27/78,Septicemia,*Or 30-Sep (conflicting dates between MMIRs).,NA,US,1962-01-01\
Bottlenose,"NOA0004866, TT-000",Mauimau,M,e,1958,Capture,9/15/62,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (15-Sep-1962)",U.S. Navy,US,Died,7/3/96,"Stroke, old age","Previously named ""Dash"", custody transferred on 18-Nov-1962.",NA,US,1962-09-15\
Bottlenose,"NOA0004875, TT-020",Cyclopscyc,F,e,1959,Capture,1/1/66,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (??-???-1966)",U.S. Navy,US,Died,2/6/87,Pulmonary congestion and edema,NA,NA,US,1966-01-01\
Bottlenose,"NOA0004892, TT-077",Wavewav,F,e,1945,Capture,1/2/66,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (??-???-1966)",U.S. Navy,US,Died,8/23/77,Septicemia,NA,NA,US,1966-01-02\
Bottlenose,"NOA0004872, TT-016",Snoopersno,M,e,1964,Capture,1/1/67,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (??-???-1967)",U.S. Navy,US,Died,4/9/80,Renal failure,NA,NA,US,1967-01-01\
Bottlenose,"NOA0004873, TT-017",Snorkelsnr,M,e,1965,Capture,1/1/67,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (??-???-1967)",U.S. Navy,US,Died,4/19/78,Drowning,NA,NA,US,1967-01-01\
Bottlenose,"NOA0004882, TT-032",Svensvn,M,e,1964,Capture,1/1/67,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (??-???-1967)",U.S. Navy,US,Died,9/1/83,Gastroenteritis,NA,NA,US,1967-01-01\
Bottlenose,"NOA0004868, TT-004",Toadtod,F,e,1958,Capture,3/1/68,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (27-Jun-1968)",U.S. Navy,US,Died,2/9/08,with wild dolphins,Custody transfer on 08-Apr-1968.,NA,US,1968-03-01\
Bottlenose,"NOA0004867, TT-001",Slansla,F,e,1960,Capture,4/8/68,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (09-May-1968)",U.S. Navy,US,Died,8/6/95,Histoplasmosis,NA,NA,US,1968-04-08\
Bottlenose,"NOA0004870, TT-010",Konakna,M,e,1965,Capture,9/15/69,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (25-Sep-1969)",U.S. Navy,US,Died,12/3/76,Terminal septicemia,NA,NA,US,1969-09-15\
Bottlenose,"NOA0004871, TT-011",E'hikuehi,M,e,1963,Capture,9/18/69,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (25-Sep-1969)",U.S. Navy,US,Died,4/11/92,Septicemia,NA,NA,US,1969-09-18\
Bottlenose,"NOA0004869, TT-008",E'kahieha,M,e,1962,Capture,9/18/69,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (25-Sep-1969)",U.S. Navy,US,Died,8/5/04,Bacterial bronchopneumonia,NA,NA,US,1969-09-18\
Bottlenose,"NOA0004874, TT-018",Heptunahep,M,e,1964,Capture,1/1/70,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (??-???-1970)",U.S. Navy,US,Died,4/30/10,Anaphylaxis,NA,NA,US,1970-01-01\
Bottlenose,"NOA0004935, TT-021",Shebashe,F,e,1967,Capture,10/14/70,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (18-Oct-1970)",U.S. Navy,US,Died,12/20/79,Undetermined,NA,NA,US,1970-10-14\
Bottlenose,"NOA0004897, TG-419",Ivaniay,M,e,1964,Capture,9/14/71,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to Los Angeles Zoo?* (14-Sep-1971) to U.S. Navy MMP (02-Dec-1971)",U.S. Navy,US,Died,3/27/91,Heart failure,*Collected for the Japanese Deer Park (CA)?,NA,US,1971-09-14\
Bottlenose,"NOA0004876, TT-024",Ottooto,M,e,1966,Capture,9/16/71,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (16-Sep-1971)",U.S. Navy,US,Died,2/17/89,Septicemia,NA,NA,US,1971-09-16\
Bottlenose,"NOA0004885, TT-037",Little Bitbit,F,e,1969,Capture,2/1/72,Florida,NA,NA,"Florida, unknown to U.S. Navy MMP (28-Jul-1972)",U.S. Navy,US,Died,3/25/86,Possible fish toxicity,Custody transferred on 21-Jul-1972.,NA,US,1972-02-01\
Bottlenose,"NOA0004878, TT-026",E'hukaiehu,M,e,1965,Capture,2/17/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (17-Feb-1972)",U.S. Navy,US,Died,1/5/81,Undetermined,NA,NA,US,1972-02-17\
Bottlenose,"NOA0004877, TT-025",Coa,M,e,1965,Capture,2/18/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (18-Feb-1972)",U.S. Navy,US,Died,3/8/76,Peritonitis,NA,NA,US,1972-02-18\
Bottlenose,"NOA0004879, TT-028",Greengrn,F,e,1963,Capture,2/23/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (23-Feb-1972)",U.S. Navy,US,Died,1/23/80,Gastric impaction,NA,NA,US,1972-02-23\
Bottlenose,"NOA0004884, TT-036",Cjo,M,e,1970,Capture,6/1/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (01-Jun-1972)",U.S. Navy,US,Died,11/4/75,Septicemia,"May have been named ""C.J.""",NA,US,1972-06-01\
Bottlenose,"NOA0004887, TT-039",Wit,F,e,1967,Capture,6/1/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (28-Jul-1972)",U.S. Navy,US,Died,3/26/76,Drowning,Custody transferred on 14-Jul-1972.,NA,US,1972-06-01\
Bottlenose,"NOA0004888, TT-041",Sergeantsrg,M,e,1963,Capture,6/1/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (01-Jun-1972)",U.S. Navy,US,Died,9/1/76,Infection,NA,NA,US,1972-06-01\
Bottlenose,"NOA0004886, TT-038",Whiskeywis,M,e,1965,Capture,6/22/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (28-Jul-1972)",U.S. Navy,US,Died,5/11/91,Glomerulosclerosis,Custody transferred on 21-Jul-1972.,NA,US,1972-06-22\
Bottlenose,"NOA0004883, TT-034",Goosegoo,F,e,1968,Capture,6/24/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (24-Jun-1972)",U.S. Navy,US,Died,10/11/79,Bronchopneumonia,NA,NA,US,1972-06-24\
Bottlenose,"NOA0004880, TT-029",Anakoaana,M,e,1966,Capture,7/11/72,Florida,NA,NA,"Florida, unknown to U.S. Navy MMP (11-Jul-1972)",U.S. Navy,US,Died,10/17/78,Gastric foreign body,NA,NA,US,1972-07-11\
Bottlenose,"NOA0004881, TT-031",Blueblu,F,e,1965,Capture,7/28/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (28-Feb-1972)",U.S. Navy,US,Died,NA,Euthanasia,Returned (from where?) on 01-Oct-1998?,NA,US,1972-07-28\
Bottlenose,"NOA0004891, TT-044",Gen,F,e,1965,Capture,10/24/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (21-Nov-1972)",U.S. Navy,US,Died,10/11/77,Drowning,NA,NA,US,1972-10-24\
Bottlenose,"NOA0004951, TT-455",Lauralor,F,e,1961,Capture,11/6/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (06-Nov-1972)",U.S. Navy,US,Died,5/24/82,Abscess and septicemia,NA,NA,US,1972-11-06\
Bottlenose,"NOA0004950, TT-453",Pandorapan,F,e,1960,Capture,11/6/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (06-Nov-1972)",U.S. Navy,US,Died,8/9/85,Chronic debilitation,NA,NA,US,1972-11-06\
Bottlenose,"NOA0004889, TT-042",Buckbuc,M,e,1968,Capture,11/12/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (14-Nov-1972)",U.S. Navy,US,Died,7/6/96,Polyserositis,NA,NA,US,1972-11-12\
Bottlenose,"NOA0004902, TT-490",Maukamay,M,e,1966,Capture,7/9/74,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (29-Jul-1974)",U.S. Navy,US,Died,4/29/00,Chronic extensive severe derma(...),"""Orange""?",NA,US,1974-07-09\
Bottlenose,"NOA0004894, TT-389",NA,F,e,1960,Capture,7/9/74,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Holding, Mississippi? (16-Jul-1974)",U.S. Navy,US,Died,7/16/74,Toxic hepatitis,NA,NA,US,1974-07-09\
Bottlenose,"NOA0004896, TT-392",NA,F,e,1971,Capture,7/9/74,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Holding, Mississippi? (16-Jul-1974)",U.S. Navy,US,Died,7/16/74,Toxic hepatitis,Toxic hepatitis,NA,US,1974-07-09\
Bottlenose,"NOA0004905, TT-493",Arrowarw,M,e,1968,Capture,7/10/74,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (10-Jul-1974)",U.S. Navy,US,Died,10/31/77,Drowning,NA,NA,US,1974-07-10\
Bottlenose,"NOA0004903, TT-491",Juliojul,M,e,1968,Capture,7/10/74,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (29-Jul-1974)",U.S. Navy,US,Died,3/11/85,Acute and chronic pneumonia,NA,NA,US,1974-07-10\
Bottlenose,"NOA0004910, TT-500",Kahilikah,M,e,1970,Capture,7/10/74,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (29-Jul-1974)",U.S. Navy,US,Died,10/5/10,Septicemia,NA,NA,US,1974-07-10\
Bottlenose,"NOA0004893, TT-#06",#,F,e,NA,Capture,7/13/74,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Holding, Mississippi? (13-Jul-1974)",U.S. Navy,US,Died,7/13/74,-,Died while in holding in Mississippi (presumed),NA,US,1974-07-13\
Bottlenose,"NOA0004907, TT-496",Chauncycnc,M,e,1968,Capture,7/13/74,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (13-Jul-1974)",U.S. Navy,US,Died,12/2/77,-,Died during testing.,NA,US,1974-07-13\
Bottlenose,"NOA0004908, TT-497",Jenny,F,e,1967,Capture,7/13/74,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (29-Jul-1974)",U.S. Navy,US,Died,3/21/87,Cardiac arrest,NA,NA,US,1974-07-13\
Bottlenose,"NOA0004895, TT-391",NA,F,e,1969,Capture,7/13/74,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Holding, Mississippi? (17-Jul-1974)",U.S. Navy,US,Died,7/17/74,Toxic hepatitis,"Capture shock, died while in holding in Mississippi (presumed)",NA,US,1974-07-13\
Common,"NOA0004831, DD-401",NA,M,e,1975,Capture,9/24/75,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (24-Sep-1975)",U.S. Navy,US,Died,10/6/75,Failure to adapt,NA,NA,US,1975-09-24\
Common,"NOA0004832, DD-402",NA,F,e,NA,Capture,9/24/75,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (24-Sep-1975)",U.S. Navy,US,Died,12/29/75,Complications from jaw fracture,NA,NA,US,1975-09-24\
Common,"NOA0004833, DD-403",NA,M,e,1961,Capture,9/24/75,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (24-Sep-1975)",U.S. Navy,US,Died,10/14/75,Failure to adapt,NA,NA,US,1975-09-24\
Common,"NOA0004834, DD-406",NA,F,e,NA,Capture,9/24/75,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (24-Sep-1975)",U.S. Navy,US,Died,1/14/78,-,NA,NA,US,1975-09-24\
Common,"NOA0004835, DD-407",NA,F,e,NA,Capture,1/28/76,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (28-Jan-1976)",U.S. Navy,US,Died,4/8/76,-,NA,NA,US,1976-01-28\
Common,"NOA0004836, DD-408",NA,M,e,NA,Capture,1/30/76,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (30-Jan-1976)",U.S. Navy,US,Died,2/12/76,Hepatitis,NA,NA,US,1976-01-30\
Bottlenose,"NOA0004913, TG-557",Lii,U,e,1973,Capture,12/16/76,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (23-Dec-1976)",U.S. Navy,US,Died,10/7/88,Hepatic failure,NA,NA,US,1976-12-16\
Bottlenose,"NOA0004912, TG-556",Pop,F,e,1972,Capture,12/16/76,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (23-Dec-1976)",U.S. Navy,US,Died,8/11/05,Staphylococcus aureus pneumonia,NA,NA,US,1976-12-16\
Beluga,"NOA0004863, DL-575",Churchillchu,M,e,1971,Capture,8/3/77,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to U.S. Navy MMP (03-Aug-1977)",U.S. Navy,US,Died,5/8/85,Pneumonia,NA,NA,US,1977-08-03\
